x,y,date,pressure_sea_level__pression_niveau_mer,total_precip__precip_totale,pressure_station__pression_station,period_value__valeur_periode,lat__lat,temp_max__temp_max,temp_min_units__temp_min_unites,temp_mean__temp_moyenne,snow__neige,snow_units__neige_unites,rain_units__pluie_unites,station_id__id_station,period_group__groupe_periode,temp_max_units__temp_max_unites,wind_speed__vitesse_vent,rain__pluie,wind_speed_units__vitesse_vent_unites,lon__long,identifier__identifiant,temp_mean_units__temp_moyenne_unites,pressure_station_units__pression_station_unites,province__province,pressure_sea_level_units__pression_niveau_mer_unite,total_precip_units__precip_totale_unites,temp_min__temp_min 
-123.1819,49.195,1929-04,,52.4,,Apr,49.195,,C,,0.8,mm,mm,1108447,Monthly,C,,51.6,kph,-123.1819,1108447.1929.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1929-05,,22.9,,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,,22.9,kph,-123.1819,1108447.1929.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1929-06,,46.2,,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,,46.2,kph,-123.1819,1108447.1929.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1929-07,,18.4,,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,,18.4,kph,-123.1819,1108447.1929.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1929-08,,22.7,,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,,22.7,kph,-123.1819,1108447.1929.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1929-09,,32.1,,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,,32.1,kph,-123.1819,1108447.1929.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1929-10,,57.9,,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,,57.9,kph,-123.1819,1108447.1929.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1929-11,,59.5,,Nov,49.195,,C,,0,mm,mm,1108447,Monthly,C,,59.5,kph,-123.1819,1108447.1929.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1929-12,,143.6,,Dec,49.195,,C,,27.2,mm,mm,1108447,Monthly,C,,116.3,kph,-123.1819,1108447.1929.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1930-01,,54.7,,Jan,49.195,,C,,1.3,mm,mm,1108447,Monthly,C,,53.4,kph,-123.1819,1108447.1930.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1930-02,,180.4,,Feb,49.195,,C,,0,mm,mm,1108447,Monthly,C,,180.4,kph,-123.1819,1108447.1930.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1930-03,,58.4,,Mar,49.195,,C,,0,mm,mm,1108447,Monthly,C,,58.4,kph,-123.1819,1108447.1930.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1930-04,,91.8,,Apr,49.195,,C,,0,mm,mm,1108447,Monthly,C,,91.8,kph,-123.1819,1108447.1930.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1930-05,,46.5,,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,,46.5,kph,-123.1819,1108447.1930.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1930-06,,35.2,,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,,35.2,kph,-123.1819,1108447.1930.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1930-07,,1.8,,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,,1.8,kph,-123.1819,1108447.1930.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1930-08,,8.9,,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,,8.9,kph,-123.1819,1108447.1930.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1930-09,,55.8,,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,,55.8,kph,-123.1819,1108447.1930.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1930-10,,184.8,,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,,184.8,kph,-123.1819,1108447.1930.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1930-11,,53.4,,Nov,49.195,,C,,7.4,mm,mm,1108447,Monthly,C,,45.9,kph,-123.1819,1108447.1930.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1930-12,,74.8,,Dec,49.195,,C,,0,mm,mm,1108447,Monthly,C,,74.8,kph,-123.1819,1108447.1930.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1931-01,,241,,Jan,49.195,,C,,0,mm,mm,1108447,Monthly,C,,241,kph,-123.1819,1108447.1931.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1931-02,,78.1,,Feb,49.195,,C,,0,mm,mm,1108447,Monthly,C,,78.1,kph,-123.1819,1108447.1931.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1931-03,,134.2,,Mar,49.195,,C,,0.8,mm,mm,1108447,Monthly,C,,133.4,kph,-123.1819,1108447.1931.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1931-04,,81.2,,Apr,49.195,,C,,0,mm,mm,1108447,Monthly,C,,81.2,kph,-123.1819,1108447.1931.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1931-05,,31.8,,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,,31.8,kph,-123.1819,1108447.1931.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1931-06,,147.6,,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,,147.6,kph,-123.1819,1108447.1931.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1931-07,,12.3,,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,,12.3,kph,-123.1819,1108447.1931.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1931-08,,7.8,,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,,7.8,kph,-123.1819,1108447.1931.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1931-09,,133.4,,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,,133.4,kph,-123.1819,1108447.1931.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1931-10,,78.6,,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,,78.6,kph,-123.1819,1108447.1931.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1931-11,,108.4,,Nov,49.195,,C,,0,mm,mm,1108447,Monthly,C,,108.4,kph,-123.1819,1108447.1931.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1931-12,,221.3,,Dec,49.195,,C,,9.4,mm,mm,1108447,Monthly,C,,211.9,kph,-123.1819,1108447.1931.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1932-01,,122.1,,Jan,49.195,,C,,16.9,mm,mm,1108447,Monthly,C,,105.2,kph,-123.1819,1108447.1932.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1932-02,,115.3,,Feb,49.195,,C,,10,mm,mm,1108447,Monthly,C,,105.4,kph,-123.1819,1108447.1932.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1932-03,,158.3,,Mar,49.195,,C,,11.1,mm,mm,1108447,Monthly,C,,147.2,kph,-123.1819,1108447.1932.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1932-04,,85,,Apr,49.195,,C,,0,mm,mm,1108447,Monthly,C,,85,kph,-123.1819,1108447.1932.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1932-05,,23.5,,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,,23.5,kph,-123.1819,1108447.1932.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1932-06,,38.9,,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,,38.9,kph,-123.1819,1108447.1932.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1932-07,,131,,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,,131,kph,-123.1819,1108447.1932.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1932-08,,36.7,,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,,36.7,kph,-123.1819,1108447.1932.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1932-09,,45,,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,,45,kph,-123.1819,1108447.1932.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1932-10,,107.5,,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,,107.5,kph,-123.1819,1108447.1932.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1932-11,,210.5,,Nov,49.195,,C,,0,mm,mm,1108447,Monthly,C,,210.5,kph,-123.1819,1108447.1932.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1932-12,,107.1,,Dec,49.195,,C,,0,mm,mm,1108447,Monthly,C,,107.1,kph,-123.1819,1108447.1932.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1933-01,,136,,Jan,49.195,,C,,26.1,mm,mm,1108447,Monthly,C,,109.9,kph,-123.1819,1108447.1933.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1933-02,,80.8,,Feb,49.195,,C,,10,mm,mm,1108447,Monthly,C,,70.8,kph,-123.1819,1108447.1933.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1933-03,,124.8,,Mar,49.195,,C,,0,mm,mm,1108447,Monthly,C,,124.8,kph,-123.1819,1108447.1933.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1933-04,,9.6,,Apr,49.195,,C,,0,mm,mm,1108447,Monthly,C,,9.6,kph,-123.1819,1108447.1933.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1933-05,,81.4,,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,,81.4,kph,-123.1819,1108447.1933.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1933-06,,54.6,,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,,54.6,kph,-123.1819,1108447.1933.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1933-07,,18.9,,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,,18.9,kph,-123.1819,1108447.1933.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1933-08,,26.5,,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,,26.5,kph,-123.1819,1108447.1933.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1933-09,,137.9,,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,,137.9,kph,-123.1819,1108447.1933.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1933-10,,184.2,,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,,184.2,kph,-123.1819,1108447.1933.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1933-11,,96,,Nov,49.195,,C,,0,mm,mm,1108447,Monthly,C,,96,kph,-123.1819,1108447.1933.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1933-12,,254.3,,Dec,49.195,,C,,13.6,mm,mm,1108447,Monthly,C,,240.7,kph,-123.1819,1108447.1933.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1934-01,,240.2,,Jan,49.195,,C,,0,mm,mm,1108447,Monthly,C,,240.2,kph,-123.1819,1108447.1934.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1934-02,,58.1,,Feb,49.195,,C,,0,mm,mm,1108447,Monthly,C,,58.1,kph,-123.1819,1108447.1934.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1934-03,,110.9,,Mar,49.195,,C,,0,mm,mm,1108447,Monthly,C,,110.9,kph,-123.1819,1108447.1934.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1934-04,,19,,Apr,49.195,,C,,0,mm,mm,1108447,Monthly,C,,19,kph,-123.1819,1108447.1934.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1934-05,,60.6,,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,,60.6,kph,-123.1819,1108447.1934.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1934-06,,18.5,,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,,18.5,kph,-123.1819,1108447.1934.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1934-07,,31.7,,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,,31.7,kph,-123.1819,1108447.1934.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1934-08,,34,,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,,34,kph,-123.1819,1108447.1934.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1934-09,,47.4,,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,,47.4,kph,-123.1819,1108447.1934.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1934-10,,96,,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,,96,kph,-123.1819,1108447.1934.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1934-11,,206.1,,Nov,49.195,,C,,0,mm,mm,1108447,Monthly,C,,206.1,kph,-123.1819,1108447.1934.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1934-12,,212.8,,Dec,49.195,,C,,23.5,mm,mm,1108447,Monthly,C,,189.3,kph,-123.1819,1108447.1934.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1935-01,,350.2,,Jan,49.195,,C,,63.3,mm,mm,1108447,Monthly,C,,286.9,kph,-123.1819,1108447.1935.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1935-02,,73.6,,Feb,49.195,,C,,0,mm,mm,1108447,Monthly,C,,73.6,kph,-123.1819,1108447.1935.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1935-03,,142,,Mar,49.195,,C,,6.2,mm,mm,1108447,Monthly,C,,135.8,kph,-123.1819,1108447.1935.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1935-04,,57,,Apr,49.195,,C,,0,mm,mm,1108447,Monthly,C,,57,kph,-123.1819,1108447.1935.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1935-05,,11.5,,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,,11.5,kph,-123.1819,1108447.1935.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1935-06,,31.2,,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,,31.2,kph,-123.1819,1108447.1935.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1935-07,,76.3,,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,,76.3,kph,-123.1819,1108447.1935.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1935-08,,27.5,,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,,27.5,kph,-123.1819,1108447.1935.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1935-09,,49.4,,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,,49.4,kph,-123.1819,1108447.1935.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1935-10,,61.7,,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,,61.7,kph,-123.1819,1108447.1935.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1935-11,,103.7,,Nov,49.195,,C,,0,mm,mm,1108447,Monthly,C,,103.7,kph,-123.1819,1108447.1935.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1935-12,,146.5,,Dec,49.195,,C,,0,mm,mm,1108447,Monthly,C,,146.5,kph,-123.1819,1108447.1935.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1936-01,,177.5,,Jan,49.195,,C,,0,mm,mm,1108447,Monthly,C,,177.5,kph,-123.1819,1108447.1936.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1936-02,,74,,Feb,49.195,,C,,42.3,mm,mm,1108447,Monthly,C,,31.7,kph,-123.1819,1108447.1936.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1936-03,,72.9,,Mar,49.195,,C,,1.3,mm,mm,1108447,Monthly,C,,71.7,kph,-123.1819,1108447.1936.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1936-04,,61.2,,Apr,49.195,,C,,10,mm,mm,1108447,Monthly,C,,51.2,kph,-123.1819,1108447.1936.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1936-05,,96.8,,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,,96.8,kph,-123.1819,1108447.1936.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1936-06,,64,,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,,64,kph,-123.1819,1108447.1936.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1936-07,,44.4,,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,,44.4,kph,-123.1819,1108447.1936.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1936-08,,29.8,,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,,29.8,kph,-123.1819,1108447.1936.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1936-09,,78.8,,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,,78.8,kph,-123.1819,1108447.1936.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1936-10,,65.7,,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,,65.7,kph,-123.1819,1108447.1936.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1936-11,,35.6,,Nov,49.195,,C,,0,mm,mm,1108447,Monthly,C,,35.6,kph,-123.1819,1108447.1936.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1936-12,,196.4,,Dec,49.195,,C,,8.7,mm,mm,1108447,Monthly,C,,187.7,kph,-123.1819,1108447.1936.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1937-01,,49.8,,Jan,49.195,,C,,39.7,mm,mm,1108447,Monthly,C,,10,kph,-123.1819,1108447.1937.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1937-02,,137.5,,Feb,49.195,,C,,49.6,mm,mm,1108447,Monthly,C,,87.9,kph,-123.1819,1108447.1937.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1937-03,,65.8,,Mar,49.195,,C,,0,mm,mm,1108447,Monthly,C,,65.8,kph,-123.1819,1108447.1937.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1937-04,,133.1,,Apr,49.195,,C,,0,mm,mm,1108447,Monthly,C,,133.1,kph,-123.1819,1108447.1937.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1937-05,,40.8,,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,,40.8,kph,-123.1819,1108447.1937.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1937-06,,102.8,,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,,102.8,kph,-123.1819,1108447.1937.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1937-07,,0.5,,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,,0.5,kph,-123.1819,1108447.1937.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1937-08,,65.7,,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,,65.7,kph,-123.1819,1108447.1937.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1937-09,,60.2,,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,,60.2,kph,-123.1819,1108447.1937.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1937-10,,120.5,,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,,120.5,kph,-123.1819,1108447.1937.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1937-11,,195.5,,Nov,49.195,,C,,16,mm,mm,1108447,Monthly,C,,179.5,kph,-123.1819,1108447.1937.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1937-12,,235.9,,Dec,49.195,,C,,32.2,mm,mm,1108447,Monthly,C,,203.7,kph,-123.1819,1108447.1937.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1938-01,,106.9,,Jan,49.195,,C,,14.8,mm,mm,1108447,Monthly,C,,92.1,kph,-123.1819,1108447.1938.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1938-02,,69.7,,Feb,49.195,,C,,2.5,mm,mm,1108447,Monthly,C,,67.1,kph,-123.1819,1108447.1938.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1938-03,,78.6,,Mar,49.195,,C,,0,mm,mm,1108447,Monthly,C,,78.6,kph,-123.1819,1108447.1938.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1938-04,,56.8,,Apr,49.195,,C,,0,mm,mm,1108447,Monthly,C,,56.8,kph,-123.1819,1108447.1938.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1938-05,,36,,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,,36,kph,-123.1819,1108447.1938.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1938-06,,15.4,,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,,15.4,kph,-123.1819,1108447.1938.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1938-07,,19.2,,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,,19.2,kph,-123.1819,1108447.1938.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1938-08,,10.2,,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,,10.2,kph,-123.1819,1108447.1938.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1938-09,,39.9,,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,,39.9,kph,-123.1819,1108447.1938.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1938-10,,97.6,,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,,97.6,kph,-123.1819,1108447.1938.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1938-11,,88.4,,Nov,49.195,,C,,2.4,mm,mm,1108447,Monthly,C,,85.9,kph,-123.1819,1108447.1938.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1938-12,,230.3,,Dec,49.195,,C,,10,mm,mm,1108447,Monthly,C,,220.4,kph,-123.1819,1108447.1938.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1939-01,,222.2,,Jan,49.195,,C,,0.2,mm,mm,1108447,Monthly,C,,222,kph,-123.1819,1108447.1939.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1939-02,,93.5,,Feb,49.195,,C,,17.1,mm,mm,1108447,Monthly,C,,76.4,kph,-123.1819,1108447.1939.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1939-03,,69.4,,Mar,49.195,,C,,0.6,mm,mm,1108447,Monthly,C,,68.8,kph,-123.1819,1108447.1939.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1939-04,,29.7,,Apr,49.195,,C,,0,mm,mm,1108447,Monthly,C,,29.7,kph,-123.1819,1108447.1939.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1939-05,,57.8,,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,,57.8,kph,-123.1819,1108447.1939.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1939-06,,52.2,,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,,52.2,kph,-123.1819,1108447.1939.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1939-07,,47.5,,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,,47.5,kph,-123.1819,1108447.1939.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1939-08,,16.3,,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,,16.3,kph,-123.1819,1108447.1939.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1939-09,,49,,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,,49,kph,-123.1819,1108447.1939.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1939-10,,105.8,,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,,105.8,kph,-123.1819,1108447.1939.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1939-11,,193.3,,Nov,49.195,,C,,0,mm,mm,1108447,Monthly,C,,193.3,kph,-123.1819,1108447.1939.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1939-12,,232.5,,Dec,49.195,,C,,0.2,mm,mm,1108447,Monthly,C,,232.3,kph,-123.1819,1108447.1939.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1940-01,,110.6,,Jan,49.195,,C,,5.3,mm,mm,1108447,Monthly,C,,105.3,kph,-123.1819,1108447.1940.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1940-02,,151.5,,Feb,49.195,,C,,4.6,mm,mm,1108447,Monthly,C,,146.8,kph,-123.1819,1108447.1940.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1940-03,,133.4,,Mar,49.195,,C,,0,mm,mm,1108447,Monthly,C,,133.4,kph,-123.1819,1108447.1940.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1940-04,,73.8,,Apr,49.195,,C,,0,mm,mm,1108447,Monthly,C,,73.8,kph,-123.1819,1108447.1940.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1940-05,,68.3,,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,,68.3,kph,-123.1819,1108447.1940.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1940-06,,6.9,,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,,6.9,kph,-123.1819,1108447.1940.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1940-07,,42,,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,,42,kph,-123.1819,1108447.1940.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1940-08,,33.9,,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,,33.9,kph,-123.1819,1108447.1940.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1940-09,,57.4,,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,,57.4,kph,-123.1819,1108447.1940.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1940-10,,184.2,,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,,184.2,kph,-123.1819,1108447.1940.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1940-11,,86.9,,Nov,49.195,,C,,1,mm,mm,1108447,Monthly,C,,85.9,kph,-123.1819,1108447.1940.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1940-12,,214.8,,Dec,49.195,,C,,0,mm,mm,1108447,Monthly,C,,214.8,kph,-123.1819,1108447.1940.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1941-01,,143.3,,Jan,49.195,,C,,0,mm,mm,1108447,Monthly,C,,143.3,kph,-123.1819,1108447.1941.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1941-02,,134.8,,Feb,49.195,,C,,2,mm,mm,1108447,Monthly,C,,132.8,kph,-123.1819,1108447.1941.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1941-03,,79.2,,Mar,49.195,,C,,0,mm,mm,1108447,Monthly,C,,79.2,kph,-123.1819,1108447.1941.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1941-04,,61.6,,Apr,49.195,,C,,0,mm,mm,1108447,Monthly,C,,61.6,kph,-123.1819,1108447.1941.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1941-05,,111.7,,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,,111.7,kph,-123.1819,1108447.1941.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1941-06,,49.3,,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,,49.3,kph,-123.1819,1108447.1941.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1941-07,,10.2,,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,,10.2,kph,-123.1819,1108447.1941.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1941-08,,52.4,,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,,52.4,kph,-123.1819,1108447.1941.08,C,hPa,BC,hPa,mm,
