x,y,lon__long,temp_min__temp_min,temp_mean__temp_moyenne,temp_mean_units__temp_moyenne_unites,wind_speed__vitesse_vent,identifier__identifiant,period_group__groupe_periode,period_value__valeur_periode,total_precip__precip_totale,station_id__id_station,total_precip_units__precip_totale_unites,temp_max_units__temp_max_unites,province__province,rain_units__pluie_unites,snow_units__neige_unites,temp_min_units__temp_min_unites,pressure_sea_level_units__pression_niveau_mer_unite,snow__neige,date,pressure_station__pression_station,wind_speed_units__vitesse_vent_unites,lat__lat,pressure_station_units__pression_station_unites,temp_max__temp_max,pressure_sea_level__pression_niveau_mer,rain__pluie 
-73.75,45.4667,-73.75,,,C,,7025250.1910.04,Monthly,Apr,67.1,7025250,mm,C,QC,mm,mm,C,hPa,3.7,1910-04,,kph,45.4667,hPa,,,63.4
-73.75,45.4667,-73.75,,,C,,7025250.1910.05,Monthly,May,91.9,7025250,mm,C,QC,mm,mm,C,hPa,0,1910-05,,kph,45.4667,hPa,,,91.9
-73.75,45.4667,-73.75,,,C,,7025250.1910.06,Monthly,Jun,82.5,7025250,mm,C,QC,mm,mm,C,hPa,0,1910-06,,kph,45.4667,hPa,,,82.5
-73.75,45.4667,-73.75,,,C,,7025250.1910.07,Monthly,Jul,75.3,7025250,mm,C,QC,mm,mm,C,hPa,0,1910-07,,kph,45.4667,hPa,,,75.3
-73.75,45.4667,-73.75,,,C,,7025250.1910.08,Monthly,Aug,142.3,7025250,mm,C,QC,mm,mm,C,hPa,0,1910-08,,kph,45.4667,hPa,,,142.3
-73.75,45.4667,-73.75,,,C,,7025250.1910.09,Monthly,Sep,81.2,7025250,mm,C,QC,mm,mm,C,hPa,0,1910-09,,kph,45.4667,hPa,,,81.2
-73.75,45.4667,-73.75,,,C,,7025250.1910.10,Monthly,Oct,118.1,7025250,mm,C,QC,mm,mm,C,hPa,6.3,1910-10,,kph,45.4667,hPa,,,111.8
-73.75,45.4667,-73.75,,,C,,7025250.1910.11,Monthly,Nov,53.3,7025250,mm,C,QC,mm,mm,C,hPa,24.6,1910-11,,kph,45.4667,hPa,,,28.8
-73.75,45.4667,-73.75,,,C,,7025250.1910.12,Monthly,Dec,79.8,7025250,mm,C,QC,mm,mm,C,hPa,77.9,1910-12,,kph,45.4667,hPa,,,1.9
-73.75,45.4667,-73.75,,,C,,7025250.1911.01,Monthly,Jan,62.5,7025250,mm,C,QC,mm,mm,C,hPa,50.8,1911-01,,kph,45.4667,hPa,,,11.7
-73.75,45.4667,-73.75,,,C,,7025250.1911.02,Monthly,Feb,98.1,7025250,mm,C,QC,mm,mm,C,hPa,94.7,1911-02,,kph,45.4667,hPa,,,3.4
-73.75,45.4667,-73.75,,,C,,7025250.1911.03,Monthly,Mar,106.9,7025250,mm,C,QC,mm,mm,C,hPa,97.6,1911-03,,kph,45.4667,hPa,,,9.3
-73.75,45.4667,-73.75,,,C,,7025250.1911.04,Monthly,Apr,30,7025250,mm,C,QC,mm,mm,C,hPa,13.4,1911-04,,kph,45.4667,hPa,,,16.5
-73.75,45.4667,-73.75,,,C,,7025250.1911.05,Monthly,May,59.3,7025250,mm,C,QC,mm,mm,C,hPa,0.4,1911-05,,kph,45.4667,hPa,,,58.9
-73.75,45.4667,-73.75,,,C,,7025250.1911.06,Monthly,Jun,112.1,7025250,mm,C,QC,mm,mm,C,hPa,0,1911-06,,kph,45.4667,hPa,,,112.1
-73.75,45.4667,-73.75,,,C,,7025250.1911.07,Monthly,Jul,53.9,7025250,mm,C,QC,mm,mm,C,hPa,0,1911-07,,kph,45.4667,hPa,,,53.9
-73.75,45.4667,-73.75,,,C,,7025250.1911.08,Monthly,Aug,90.7,7025250,mm,C,QC,mm,mm,C,hPa,0,1911-08,,kph,45.4667,hPa,,,90.7
-73.75,45.4667,-73.75,,,C,,7025250.1911.09,Monthly,Sep,104.7,7025250,mm,C,QC,mm,mm,C,hPa,0.4,1911-09,,kph,45.4667,hPa,,,104.3
-73.75,45.4667,-73.75,,,C,,7025250.1911.10,Monthly,Oct,56.9,7025250,mm,C,QC,mm,mm,C,hPa,4.4,1911-10,,kph,45.4667,hPa,,,52.4
-73.75,45.4667,-73.75,,,C,,7025250.1911.11,Monthly,Nov,82.2,7025250,mm,C,QC,mm,mm,C,hPa,27.9,1911-11,,kph,45.4667,hPa,,,54.3
-73.75,45.4667,-73.75,,,C,,7025250.1911.12,Monthly,Dec,103.7,7025250,mm,C,QC,mm,mm,C,hPa,37.1,1911-12,,kph,45.4667,hPa,,,66.5
-73.75,45.4667,-73.75,,,C,,7025250.1912.01,Monthly,Jan,93.2,7025250,mm,C,QC,mm,mm,C,hPa,90.9,1912-01,,kph,45.4667,hPa,,,2.3
-73.75,45.4667,-73.75,,,C,,7025250.1912.02,Monthly,Feb,113.2,7025250,mm,C,QC,mm,mm,C,hPa,109.6,1912-02,,kph,45.4667,hPa,,,3.6
-73.75,45.4667,-73.75,,,C,,7025250.1912.03,Monthly,Mar,53.2,7025250,mm,C,QC,mm,mm,C,hPa,44.6,1912-03,,kph,45.4667,hPa,,,8.6
-73.75,45.4667,-73.75,,,C,,7025250.1912.04,Monthly,Apr,76.8,7025250,mm,C,QC,mm,mm,C,hPa,5.1,1912-04,,kph,45.4667,hPa,,,71.6
-73.75,45.4667,-73.75,,,C,,7025250.1912.05,Monthly,May,143.9,7025250,mm,C,QC,mm,mm,C,hPa,0,1912-05,,kph,45.4667,hPa,,,143.9
-73.75,45.4667,-73.75,,,C,,7025250.1912.06,Monthly,Jun,43,7025250,mm,C,QC,mm,mm,C,hPa,0,1912-06,,kph,45.4667,hPa,,,43
-73.75,45.4667,-73.75,,,C,,7025250.1912.07,Monthly,Jul,56.6,7025250,mm,C,QC,mm,mm,C,hPa,0,1912-07,,kph,45.4667,hPa,,,56.6
-73.75,45.4667,-73.75,,,C,,7025250.1912.08,Monthly,Aug,97,7025250,mm,C,QC,mm,mm,C,hPa,0,1912-08,,kph,45.4667,hPa,,,97
-73.75,45.4667,-73.75,,,C,,7025250.1912.09,Monthly,Sep,155.4,7025250,mm,C,QC,mm,mm,C,hPa,0.3,1912-09,,kph,45.4667,hPa,,,155
-73.75,45.4667,-73.75,,,C,,7025250.1912.10,Monthly,Oct,82.8,7025250,mm,C,QC,mm,mm,C,hPa,0,1912-10,,kph,45.4667,hPa,,,82.8
-73.75,45.4667,-73.75,,,C,,7025250.1912.11,Monthly,Nov,144.2,7025250,mm,C,QC,mm,mm,C,hPa,65.6,1912-11,,kph,45.4667,hPa,,,78.7
-73.75,45.4667,-73.75,,,C,,7025250.1912.12,Monthly,Dec,88.1,7025250,mm,C,QC,mm,mm,C,hPa,42.8,1912-12,,kph,45.4667,hPa,,,45.3
-73.75,45.4667,-73.75,,,C,,7025250.1913.01,Monthly,Jan,131.4,7025250,mm,C,QC,mm,mm,C,hPa,67.9,1913-01,,kph,45.4667,hPa,,,63.5
-73.75,45.4667,-73.75,,,C,,7025250.1913.02,Monthly,Feb,67.7,7025250,mm,C,QC,mm,mm,C,hPa,67,1913-02,,kph,45.4667,hPa,,,0.7
-73.75,45.4667,-73.75,,,C,,7025250.1913.03,Monthly,Mar,167,7025250,mm,C,QC,mm,mm,C,hPa,57.8,1913-03,,kph,45.4667,hPa,,,109.2
-73.75,45.4667,-73.75,,,C,,7025250.1913.04,Monthly,Apr,61.6,7025250,mm,C,QC,mm,mm,C,hPa,7.7,1913-04,,kph,45.4667,hPa,,,53.9
-73.75,45.4667,-73.75,,,C,,7025250.1913.05,Monthly,May,93.9,7025250,mm,C,QC,mm,mm,C,hPa,0,1913-05,,kph,45.4667,hPa,,,93.9
-73.75,45.4667,-73.75,,,C,,7025250.1913.06,Monthly,Jun,38.7,7025250,mm,C,QC,mm,mm,C,hPa,0,1913-06,,kph,45.4667,hPa,,,38.7
-73.75,45.4667,-73.75,,,C,,7025250.1913.07,Monthly,Jul,59.8,7025250,mm,C,QC,mm,mm,C,hPa,0,1913-07,,kph,45.4667,hPa,,,59.8
-73.75,45.4667,-73.75,,,C,,7025250.1913.08,Monthly,Aug,63,7025250,mm,C,QC,mm,mm,C,hPa,0,1913-08,,kph,45.4667,hPa,,,63
-73.75,45.4667,-73.75,,,C,,7025250.1913.09,Monthly,Sep,102.6,7025250,mm,C,QC,mm,mm,C,hPa,0,1913-09,,kph,45.4667,hPa,,,102.6
-73.75,45.4667,-73.75,,,C,,7025250.1913.10,Monthly,Oct,132.8,7025250,mm,C,QC,mm,mm,C,hPa,0.7,1913-10,,kph,45.4667,hPa,,,132.1
-73.75,45.4667,-73.75,,,C,,7025250.1913.11,Monthly,Nov,64.4,7025250,mm,C,QC,mm,mm,C,hPa,14.8,1913-11,,kph,45.4667,hPa,,,49.7
-73.75,45.4667,-73.75,,,C,,7025250.1913.12,Monthly,Dec,101.4,7025250,mm,C,QC,mm,mm,C,hPa,82.7,1913-12,,kph,45.4667,hPa,,,18.7
-73.75,45.4667,-73.75,,,C,,7025250.1914.01,Monthly,Jan,120.2,7025250,mm,C,QC,mm,mm,C,hPa,92.6,1914-01,,kph,45.4667,hPa,,,27.6
-73.75,45.4667,-73.75,,,C,,7025250.1914.02,Monthly,Feb,47.8,7025250,mm,C,QC,mm,mm,C,hPa,45.5,1914-02,,kph,45.4667,hPa,,,2.3
-73.75,45.4667,-73.75,,,C,,7025250.1914.03,Monthly,Mar,80.7,7025250,mm,C,QC,mm,mm,C,hPa,68.5,1914-03,,kph,45.4667,hPa,,,12.3
-73.75,45.4667,-73.75,,,C,,7025250.1914.04,Monthly,Apr,43.4,7025250,mm,C,QC,mm,mm,C,hPa,14.2,1914-04,,kph,45.4667,hPa,,,29.2
-73.75,45.4667,-73.75,,,C,,7025250.1914.05,Monthly,May,35.4,7025250,mm,C,QC,mm,mm,C,hPa,0,1914-05,,kph,45.4667,hPa,,,35.4
-73.75,45.4667,-73.75,,,C,,7025250.1914.06,Monthly,Jun,72.2,7025250,mm,C,QC,mm,mm,C,hPa,0,1914-06,,kph,45.4667,hPa,,,72.2
-73.75,45.4667,-73.75,,,C,,7025250.1914.07,Monthly,Jul,25.6,7025250,mm,C,QC,mm,mm,C,hPa,0,1914-07,,kph,45.4667,hPa,,,25.6
-73.75,45.4667,-73.75,,,C,,7025250.1914.08,Monthly,Aug,116.7,7025250,mm,C,QC,mm,mm,C,hPa,0,1914-08,,kph,45.4667,hPa,,,116.7
-73.75,45.4667,-73.75,,,C,,7025250.1914.09,Monthly,Sep,63,7025250,mm,C,QC,mm,mm,C,hPa,0,1914-09,,kph,45.4667,hPa,,,63
-73.75,45.4667,-73.75,,,C,,7025250.1914.10,Monthly,Oct,60,7025250,mm,C,QC,mm,mm,C,hPa,1.9,1914-10,,kph,45.4667,hPa,,,58
-73.75,45.4667,-73.75,,,C,,7025250.1914.11,Monthly,Nov,117,7025250,mm,C,QC,mm,mm,C,hPa,62,1914-11,,kph,45.4667,hPa,,,55
-73.75,45.4667,-73.75,,,C,,7025250.1914.12,Monthly,Dec,97.5,7025250,mm,C,QC,mm,mm,C,hPa,83.6,1914-12,,kph,45.4667,hPa,,,13.9
-73.75,45.4667,-73.75,,,C,,7025250.1915.01,Monthly,Jan,99.1,7025250,mm,C,QC,mm,mm,C,hPa,48.6,1915-01,,kph,45.4667,hPa,,,50.6
-73.75,45.4667,-73.75,,,C,,7025250.1915.02,Monthly,Feb,114.5,7025250,mm,C,QC,mm,mm,C,hPa,53,1915-02,,kph,45.4667,hPa,,,61.5
-73.75,45.4667,-73.75,,,C,,7025250.1915.03,Monthly,Mar,23.4,7025250,mm,C,QC,mm,mm,C,hPa,14.3,1915-03,,kph,45.4667,hPa,,,9.1
-73.75,45.4667,-73.75,,,C,,7025250.1915.04,Monthly,Apr,37.2,7025250,mm,C,QC,mm,mm,C,hPa,0.2,1915-04,,kph,45.4667,hPa,,,37
-73.75,45.4667,-73.75,,,C,,7025250.1915.05,Monthly,May,57.7,7025250,mm,C,QC,mm,mm,C,hPa,0,1915-05,,kph,45.4667,hPa,,,57.7
-73.75,45.4667,-73.75,,,C,,7025250.1915.06,Monthly,Jun,64.2,7025250,mm,C,QC,mm,mm,C,hPa,0,1915-06,,kph,45.4667,hPa,,,64.2
-73.75,45.4667,-73.75,,,C,,7025250.1915.07,Monthly,Jul,27.7,7025250,mm,C,QC,mm,mm,C,hPa,0,1915-07,,kph,45.4667,hPa,,,27.7
-73.75,45.4667,-73.75,,,C,,7025250.1915.08,Monthly,Aug,62.3,7025250,mm,C,QC,mm,mm,C,hPa,0,1915-08,,kph,45.4667,hPa,,,62.3
-73.75,45.4667,-73.75,,,C,,7025250.1915.09,Monthly,Sep,63.7,7025250,mm,C,QC,mm,mm,C,hPa,0,1915-09,,kph,45.4667,hPa,,,63.7
-73.75,45.4667,-73.75,,,C,,7025250.1915.10,Monthly,Oct,44.1,7025250,mm,C,QC,mm,mm,C,hPa,0.4,1915-10,,kph,45.4667,hPa,,,43.8
-73.75,45.4667,-73.75,,,C,,7025250.1915.11,Monthly,Nov,59.4,7025250,mm,C,QC,mm,mm,C,hPa,7.2,1915-11,,kph,45.4667,hPa,,,52.2
-73.75,45.4667,-73.75,,,C,,7025250.1915.12,Monthly,Dec,114,7025250,mm,C,QC,mm,mm,C,hPa,78.3,1915-12,,kph,45.4667,hPa,,,35.7
-73.75,45.4667,-73.75,,,C,,7025250.1916.01,Monthly,Jan,112.4,7025250,mm,C,QC,mm,mm,C,hPa,53.7,1916-01,,kph,45.4667,hPa,,,58.8
-73.75,45.4667,-73.75,,,C,,7025250.1916.02,Monthly,Feb,106.6,7025250,mm,C,QC,mm,mm,C,hPa,83.7,1916-02,,kph,45.4667,hPa,,,23
-73.75,45.4667,-73.75,,,C,,7025250.1916.03,Monthly,Mar,70.2,7025250,mm,C,QC,mm,mm,C,hPa,68.2,1916-03,,kph,45.4667,hPa,,,2
-73.75,45.4667,-73.75,,,C,,7025250.1916.04,Monthly,Apr,43.4,7025250,mm,C,QC,mm,mm,C,hPa,19.9,1916-04,,kph,45.4667,hPa,,,23.4
-73.75,45.4667,-73.75,,,C,,7025250.1916.05,Monthly,May,121.6,7025250,mm,C,QC,mm,mm,C,hPa,0,1916-05,,kph,45.4667,hPa,,,121.6
-73.75,45.4667,-73.75,,,C,,7025250.1916.06,Monthly,Jun,103.6,7025250,mm,C,QC,mm,mm,C,hPa,0,1916-06,,kph,45.4667,hPa,,,103.6
-73.75,45.4667,-73.75,,,C,,7025250.1916.07,Monthly,Jul,60.3,7025250,mm,C,QC,mm,mm,C,hPa,0,1916-07,,kph,45.4667,hPa,,,60.3
-73.75,45.4667,-73.75,,,C,,7025250.1916.08,Monthly,Aug,37.2,7025250,mm,C,QC,mm,mm,C,hPa,0,1916-08,,kph,45.4667,hPa,,,37.2
-73.75,45.4667,-73.75,,,C,,7025250.1916.09,Monthly,Sep,98.3,7025250,mm,C,QC,mm,mm,C,hPa,0,1916-09,,kph,45.4667,hPa,,,98.3
-73.75,45.4667,-73.75,,,C,,7025250.1916.10,Monthly,Oct,94.1,7025250,mm,C,QC,mm,mm,C,hPa,0.6,1916-10,,kph,45.4667,hPa,,,93.6
-73.75,45.4667,-73.75,,,C,,7025250.1916.11,Monthly,Nov,70.7,7025250,mm,C,QC,mm,mm,C,hPa,10.9,1916-11,,kph,45.4667,hPa,,,59.8
-73.75,45.4667,-73.75,,,C,,7025250.1916.12,Monthly,Dec,89.6,7025250,mm,C,QC,mm,mm,C,hPa,59.1,1916-12,,kph,45.4667,hPa,,,30.5
-73.75,45.4667,-73.75,,,C,,7025250.1917.01,Monthly,Jan,147.4,7025250,mm,C,QC,mm,mm,C,hPa,119.9,1917-01,,kph,45.4667,hPa,,,27.5
-73.75,45.4667,-73.75,,,C,,7025250.1917.02,Monthly,Feb,71,7025250,mm,C,QC,mm,mm,C,hPa,64,1917-02,,kph,45.4667,hPa,,,7
-73.75,45.4667,-73.75,,,C,,7025250.1917.03,Monthly,Mar,83.4,7025250,mm,C,QC,mm,mm,C,hPa,56.9,1917-03,,kph,45.4667,hPa,,,26.5
-73.75,45.4667,-73.75,,,C,,7025250.1917.04,Monthly,Apr,61.1,7025250,mm,C,QC,mm,mm,C,hPa,6.7,1917-04,,kph,45.4667,hPa,,,54.4
-73.75,45.4667,-73.75,,,C,,7025250.1917.05,Monthly,May,82.4,7025250,mm,C,QC,mm,mm,C,hPa,0.4,1917-05,,kph,45.4667,hPa,,,82
-73.75,45.4667,-73.75,,,C,,7025250.1917.06,Monthly,Jun,121.3,7025250,mm,C,QC,mm,mm,C,hPa,0,1917-06,,kph,45.4667,hPa,,,121.3
-73.75,45.4667,-73.75,,,C,,7025250.1917.07,Monthly,Jul,108.7,7025250,mm,C,QC,mm,mm,C,hPa,0,1917-07,,kph,45.4667,hPa,,,108.7
-73.75,45.4667,-73.75,,,C,,7025250.1917.08,Monthly,Aug,168.3,7025250,mm,C,QC,mm,mm,C,hPa,0,1917-08,,kph,45.4667,hPa,,,168.3
-73.75,45.4667,-73.75,,,C,,7025250.1917.09,Monthly,Sep,38,7025250,mm,C,QC,mm,mm,C,hPa,0,1917-09,,kph,45.4667,hPa,,,38
-73.75,45.4667,-73.75,,,C,,7025250.1917.10,Monthly,Oct,147.3,7025250,mm,C,QC,mm,mm,C,hPa,0.2,1917-10,,kph,45.4667,hPa,,,147.1
-73.75,45.4667,-73.75,,,C,,7025250.1917.11,Monthly,Nov,47.7,7025250,mm,C,QC,mm,mm,C,hPa,35.7,1917-11,,kph,45.4667,hPa,,,12.1
-73.75,45.4667,-73.75,,,C,,7025250.1917.12,Monthly,Dec,80.9,7025250,mm,C,QC,mm,mm,C,hPa,63.4,1917-12,,kph,45.4667,hPa,,,17.5
-73.75,45.4667,-73.75,,,C,,7025250.1918.01,Monthly,Jan,101.7,7025250,mm,C,QC,mm,mm,C,hPa,101.7,1918-01,,kph,45.4667,hPa,,,0
-73.75,45.4667,-73.75,,,C,,7025250.1918.02,Monthly,Feb,140.4,7025250,mm,C,QC,mm,mm,C,hPa,103,1918-02,,kph,45.4667,hPa,,,37.4
-73.75,45.4667,-73.75,,,C,,7025250.1918.03,Monthly,Mar,80,7025250,mm,C,QC,mm,mm,C,hPa,78.4,1918-03,,kph,45.4667,hPa,,,1.7
-73.75,45.4667,-73.75,,,C,,7025250.1918.04,Monthly,Apr,50.7,7025250,mm,C,QC,mm,mm,C,hPa,6.2,1918-04,,kph,45.4667,hPa,,,44.5
-73.75,45.4667,-73.75,,,C,,7025250.1918.05,Monthly,May,76.9,7025250,mm,C,QC,mm,mm,C,hPa,0,1918-05,,kph,45.4667,hPa,,,76.9
-73.75,45.4667,-73.75,,,C,,7025250.1918.06,Monthly,Jun,100.1,7025250,mm,C,QC,mm,mm,C,hPa,0,1918-06,,kph,45.4667,hPa,,,100.1
-73.75,45.4667,-73.75,,,C,,7025250.1918.07,Monthly,Jul,88.1,7025250,mm,C,QC,mm,mm,C,hPa,0,1918-07,,kph,45.4667,hPa,,,88.1
-73.75,45.4667,-73.75,,,C,,7025250.1918.08,Monthly,Aug,45.7,7025250,mm,C,QC,mm,mm,C,hPa,0,1918-08,,kph,45.4667,hPa,,,45.7
-73.75,45.4667,-73.75,,,C,,7025250.1918.09,Monthly,Sep,188.8,7025250,mm,C,QC,mm,mm,C,hPa,0,1918-09,,kph,45.4667,hPa,,,188.8
-73.75,45.4667,-73.75,,,C,,7025250.1918.10,Monthly,Oct,136.3,7025250,mm,C,QC,mm,mm,C,hPa,0,1918-10,,kph,45.4667,hPa,,,136.3
-73.75,45.4667,-73.75,,,C,,7025250.1918.11,Monthly,Nov,108.3,7025250,mm,C,QC,mm,mm,C,hPa,10.4,1918-11,,kph,45.4667,hPa,,,97.8
-73.75,45.4667,-73.75,,,C,,7025250.1918.12,Monthly,Dec,100.6,7025250,mm,C,QC,mm,mm,C,hPa,55.4,1918-12,,kph,45.4667,hPa,,,45.1
-73.75,45.4667,-73.75,,,C,,7025250.1919.01,Monthly,Jan,75,7025250,mm,C,QC,mm,mm,C,hPa,50.2,1919-01,,kph,45.4667,hPa,,,24.8
-73.75,45.4667,-73.75,,,C,,7025250.1919.02,Monthly,Feb,59.9,7025250,mm,C,QC,mm,mm,C,hPa,55.7,1919-02,,kph,45.4667,hPa,,,4.3
-73.75,45.4667,-73.75,,,C,,7025250.1919.03,Monthly,Mar,175.8,7025250,mm,C,QC,mm,mm,C,hPa,128.2,1919-03,,kph,45.4667,hPa,,,47.6
-73.75,45.4667,-73.75,,,C,,7025250.1919.04,Monthly,Apr,80.9,7025250,mm,C,QC,mm,mm,C,hPa,13.4,1919-04,,kph,45.4667,hPa,,,67.5
-73.75,45.4667,-73.75,,,C,,7025250.1919.05,Monthly,May,97.8,7025250,mm,C,QC,mm,mm,C,hPa,0,1919-05,,kph,45.4667,hPa,,,97.8
-73.75,45.4667,-73.75,,,C,,7025250.1919.06,Monthly,Jun,100.7,7025250,mm,C,QC,mm,mm,C,hPa,0,1919-06,,kph,45.4667,hPa,,,100.7
-73.75,45.4667,-73.75,,,C,,7025250.1919.07,Monthly,Jul,49.4,7025250,mm,C,QC,mm,mm,C,hPa,0,1919-07,,kph,45.4667,hPa,,,49.4
-73.75,45.4667,-73.75,,,C,,7025250.1919.08,Monthly,Aug,64,7025250,mm,C,QC,mm,mm,C,hPa,0,1919-08,,kph,45.4667,hPa,,,64
-73.75,45.4667,-73.75,,,C,,7025250.1919.09,Monthly,Sep,95,7025250,mm,C,QC,mm,mm,C,hPa,0,1919-09,,kph,45.4667,hPa,,,95
-73.75,45.4667,-73.75,,,C,,7025250.1919.10,Monthly,Oct,127.2,7025250,mm,C,QC,mm,mm,C,hPa,0.2,1919-10,,kph,45.4667,hPa,,,127
-73.75,45.4667,-73.75,,,C,,7025250.1919.11,Monthly,Nov,80.1,7025250,mm,C,QC,mm,mm,C,hPa,31.8,1919-11,,kph,45.4667,hPa,,,48.3
-73.75,45.4667,-73.75,,,C,,7025250.1919.12,Monthly,Dec,37.7,7025250,mm,C,QC,mm,mm,C,hPa,33.6,1919-12,,kph,45.4667,hPa,,,4.1
-73.75,45.4667,-73.75,,,C,,7025250.1920.01,Monthly,Jan,87.8,7025250,mm,C,QC,mm,mm,C,hPa,87.8,1920-01,,kph,45.4667,hPa,,,0
-73.75,45.4667,-73.75,,,C,,7025250.1920.02,Monthly,Feb,87.3,7025250,mm,C,QC,mm,mm,C,hPa,87.3,1920-02,,kph,45.4667,hPa,,,0
-73.75,45.4667,-73.75,,,C,,7025250.1920.03,Monthly,Mar,120.6,7025250,mm,C,QC,mm,mm,C,hPa,83.3,1920-03,,kph,45.4667,hPa,,,37.2
-73.75,45.4667,-73.75,,,C,,7025250.1920.04,Monthly,Apr,126.3,7025250,mm,C,QC,mm,mm,C,hPa,21.1,1920-04,,kph,45.4667,hPa,,,105.2
-73.75,45.4667,-73.75,,,C,,7025250.1920.05,Monthly,May,18.8,7025250,mm,C,QC,mm,mm,C,hPa,0,1920-05,,kph,45.4667,hPa,,,18.8
-73.75,45.4667,-73.75,,,C,,7025250.1920.06,Monthly,Jun,43,7025250,mm,C,QC,mm,mm,C,hPa,0,1920-06,,kph,45.4667,hPa,,,43
-73.75,45.4667,-73.75,,,C,,7025250.1920.07,Monthly,Jul,75,7025250,mm,C,QC,mm,mm,C,hPa,0,1920-07,,kph,45.4667,hPa,,,75
-73.75,45.4667,-73.75,,,C,,7025250.1920.08,Monthly,Aug,90.5,7025250,mm,C,QC,mm,mm,C,hPa,0,1920-08,,kph,45.4667,hPa,,,90.5
-73.75,45.4667,-73.75,,,C,,7025250.1920.09,Monthly,Sep,103.1,7025250,mm,C,QC,mm,mm,C,hPa,0,1920-09,,kph,45.4667,hPa,,,103.1
-73.75,45.4667,-73.75,,,C,,7025250.1920.10,Monthly,Oct,75.1,7025250,mm,C,QC,mm,mm,C,hPa,0.6,1920-10,,kph,45.4667,hPa,,,74.5
-73.75,45.4667,-73.75,,,C,,7025250.1920.11,Monthly,Nov,69.8,7025250,mm,C,QC,mm,mm,C,hPa,32.6,1920-11,,kph,45.4667,hPa,,,37.2
-73.75,45.4667,-73.75,,,C,,7025250.1920.12,Monthly,Dec,168.7,7025250,mm,C,QC,mm,mm,C,hPa,64,1920-12,,kph,45.4667,hPa,,,104.7
-73.75,45.4667,-73.75,,,C,,7025250.1921.01,Monthly,Jan,50.2,7025250,mm,C,QC,mm,mm,C,hPa,37.7,1921-01,,kph,45.4667,hPa,,,12.5
-73.75,45.4667,-73.75,,,C,,7025250.1921.02,Monthly,Feb,35.3,7025250,mm,C,QC,mm,mm,C,hPa,27.9,1921-02,,kph,45.4667,hPa,,,7.3
-73.75,45.4667,-73.75,,,C,,7025250.1921.03,Monthly,Mar,95.6,7025250,mm,C,QC,mm,mm,C,hPa,18.5,1921-03,,kph,45.4667,hPa,,,77.1
-73.75,45.4667,-73.75,,,C,,7025250.1921.04,Monthly,Apr,48.7,7025250,mm,C,QC,mm,mm,C,hPa,7.5,1921-04,,kph,45.4667,hPa,,,41.3
-73.75,45.4667,-73.75,,,C,,7025250.1921.05,Monthly,May,13.4,7025250,mm,C,QC,mm,mm,C,hPa,0,1921-05,,kph,45.4667,hPa,,,13.4
-73.75,45.4667,-73.75,,,C,,7025250.1921.06,Monthly,Jun,52.2,7025250,mm,C,QC,mm,mm,C,hPa,0,1921-06,,kph,45.4667,hPa,,,52.2
-73.75,45.4667,-73.75,,,C,,7025250.1921.07,Monthly,Jul,54.3,7025250,mm,C,QC,mm,mm,C,hPa,0,1921-07,,kph,45.4667,hPa,,,54.3
-73.75,45.4667,-73.75,,,C,,7025250.1921.08,Monthly,Aug,85.2,7025250,mm,C,QC,mm,mm,C,hPa,0,1921-08,,kph,45.4667,hPa,,,85.2
-73.75,45.4667,-73.75,,,C,,7025250.1921.09,Monthly,Sep,90.4,7025250,mm,C,QC,mm,mm,C,hPa,0,1921-09,,kph,45.4667,hPa,,,90.4
-73.75,45.4667,-73.75,,,C,,7025250.1921.10,Monthly,Oct,113.2,7025250,mm,C,QC,mm,mm,C,hPa,0.3,1921-10,,kph,45.4667,hPa,,,112.9
-73.75,45.4667,-73.75,,,C,,7025250.1921.11,Monthly,Nov,86.8,7025250,mm,C,QC,mm,mm,C,hPa,61.5,1921-11,,kph,45.4667,hPa,,,25.3
-73.75,45.4667,-73.75,,,C,,7025250.1921.12,Monthly,Dec,71.3,7025250,mm,C,QC,mm,mm,C,hPa,41.8,1921-12,,kph,45.4667,hPa,,,29.6
-73.75,45.4667,-73.75,,,C,,7025250.1922.01,Monthly,Jan,68.8,7025250,mm,C,QC,mm,mm,C,hPa,61.4,1922-01,,kph,45.4667,hPa,,,7.4
-73.75,45.4667,-73.75,,,C,,7025250.1922.02,Monthly,Feb,78.1,7025250,mm,C,QC,mm,mm,C,hPa,58.4,1922-02,,kph,45.4667,hPa,,,19.6
-73.75,45.4667,-73.75,,,C,,7025250.1922.03,Monthly,Mar,50.1,7025250,mm,C,QC,mm,mm,C,hPa,21.3,1922-03,,kph,45.4667,hPa,,,28.8
-73.75,45.4667,-73.75,,,C,,7025250.1922.04,Monthly,Apr,120.2,7025250,mm,C,QC,mm,mm,C,hPa,25,1922-04,,kph,45.4667,hPa,,,95.2
-73.75,45.4667,-73.75,,,C,,7025250.1922.05,Monthly,May,43.4,7025250,mm,C,QC,mm,mm,C,hPa,0,1922-05,,kph,45.4667,hPa,,,43.4
-73.75,45.4667,-73.75,,,C,,7025250.1922.06,Monthly,Jun,206.7,7025250,mm,C,QC,mm,mm,C,hPa,0,1922-06,,kph,45.4667,hPa,,,206.7
-73.75,45.4667,-73.75,,,C,,7025250.1922.07,Monthly,Jul,65.7,7025250,mm,C,QC,mm,mm,C,hPa,0,1922-07,,kph,45.4667,hPa,,,65.7
