"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-123.18","49.20","VANCOUVER INT'L A","1108447","1949-12","1949","12","5.1","","-0.6","","2.3","","11.1","","-6.1","S","156.2","","12.4","","168.7","","0","T","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1950-01","1950","01","-2.9","","-9.7","","-6.3","","7.8","","-17.8","","44.2","","94.0","","138.2","","20","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1950-02","1950","02","6.6","","0.4","","3.5","","11.1","","-16.1","","201.2","","3.8","","205.0","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1950-03","1950","03","8.2","","2.2","","5.2","","11.1","S","-2.8","","172.5","","0.0","T","172.5","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1950-04","1950","04","12.4","","3.7","","8.1","","17.8","S","-0.6","S","73.7","","0.0","","73.7","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1950-05","1950","05","15.1","","6.3","","10.7","","23.3","","2.8","","28.2","","0.0","","28.2","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1950-06","1950","06","20.5","","10.9","","15.7","","25.6","S","6.1","","45.7","","0.0","","45.7","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1950-07","1950","07","22.4","","12.1","","17.3","","27.2","","8.9","","36.1","","0.0","","36.1","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1950-08","1950","08","22.7","","12.3","","17.5","","28.3","","8.3","","60.7","","0.0","","60.7","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1950-09","1950","09","18.9","","9.4","","14.2","","28.3","","0.0","","32.5","","0.0","","32.5","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1950-10","1950","10","12.5","","6.8","","9.7","","18.3","","0.0","","184.2","","0.0","","184.2","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1950-11","1950","11","8.7","","2.8","","5.8","","15.0","","-3.3","","91.2","","9.1","","100.3","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1950-12","1950","12","8.6","","3.6","","6.1","","12.2","","-3.9","","191.8","","0.0","T","191.8","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1951-01","1951","01","5.0","","-0.1","","2.5","","10.0","","-9.4","","181.1","","25.9","","207.0","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1951-02","1951","02","6.5","","0.3","","3.4","","8.9","S","-3.9","S","163.8","","11.9","","175.8","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1951-03","1951","03","6.6","","0.0","","3.3","","12.8","","-9.4","","69.6","","41.1","","110.7","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1951-04","1951","04","14.3","","3.5","","8.9","","20.6","","-3.3","","44.5","","0.0","","44.5","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1951-05","1951","05","16.8","","8.0","","12.4","","20.6","S","3.3","","70.6","","0.0","","70.6","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1951-06","1951","06","21.0","","11.5","","16.3","","28.3","","7.2","S","4.6","","0.0","","4.6","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1951-07","1951","07","23.2","","12.8","","18.0","","30.0","","10.0","","0.0","T","0.0","","0.0","T","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1951-08","1951","08","21.6","","11.6","","16.6","","24.4","S","7.8","","21.8","","0.0","","21.8","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1951-09","1951","09","19.2","","9.3","","14.3","","25.6","S","4.4","","67.6","","0.0","","67.6","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1951-10","1951","10","13.2","","6.2","","9.7","","21.1","","-1.1","","101.3","","0.0","","101.3","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1951-11","1951","11","9.1","","2.1","","5.6","","12.8","","-5.0","","114.0","","0.0","","114.0","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1951-12","1951","12","3.7","","-0.9","","1.4","","8.9","","-13.3","","112.5","","44.2","","156.7","","15","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1952-01","1952","01","4.0","","-0.6","","1.7","","11.1","","-10.0","","96.0","","36.8","","132.8","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1952-02","1952","02","7.4","","1.1","","4.3","","12.2","","-3.9","","95.8","","2.8","","98.6","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1952-03","1952","03","8.7","","2.4","","5.6","","12.8","","-1.1","S","77.2","","0.0","T","77.2","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1952-04","1952","04","13.1","","4.8","","9.0","","17.8","","-1.1","","51.3","","0.0","","51.3","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1952-05","1952","05","16.4","","7.5","","12.0","","22.2","","1.1","","30.5","","0.0","","30.5","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1952-06","1952","06","17.9","","9.6","","13.8","","21.7","S","5.6","","62.0","","0.0","","62.0","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1952-07","1952","07","22.6","","12.7","","17.7","","26.1","","8.3","","11.9","","0.0","","11.9","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1952-08","1952","08","22.0","","12.4","","17.2","","28.3","","8.3","S","20.6","","0.0","","20.6","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1952-09","1952","09","19.6","","9.9","","14.8","","27.2","","6.1","S","20.6","","0.0","","20.6","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1952-10","1952","10","15.4","","6.6","","11.0","","18.9","S","1.1","S","35.3","","0.0","","35.3","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1952-11","1952","11","8.8","","1.4","","5.1","","14.4","","-6.7","","33.3","","0.0","","33.3","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1952-12","1952","12","7.9","","2.5","","5.2","","14.4","","-3.9","S","147.1","","1.8","","148.8","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1953-01","1953","01","8.5","","3.2","","5.9","","12.8","","-4.4","","230.9","","8.6","","239.5","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1953-02","1953","02","8.0","","1.7","","4.9","","11.1","","-3.3","","72.6","","0.0","T","72.6","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1953-03","1953","03","9.8","","2.8","","6.3","","15.0","","-4.4","","78.2","","0.0","T","78.2","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1953-04","1953","04","13.1","","5.3","","9.2","","18.3","","-1.7","","52.3","","0.0","","52.3","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1953-05","1953","05","17.3","","8.7","","13.0","","23.3","","4.4","","37.3","","0.0","","37.3","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1953-06","1953","06","18.1","","10.4","","14.3","","22.8","","7.8","","63.2","","0.0","","63.2","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1953-07","1953","07","22.6","","12.9","","17.8","","28.9","","10.0","","36.8","","0.0","","36.8","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1953-08","1953","08","21.6","","13.2","","17.4","","26.1","","9.4","","53.3","","0.0","","53.3","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1953-09","1953","09","18.6","","10.6","","14.6","","24.4","","6.1","","85.3","","0.0","","85.3","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1953-10","1953","10","14.3","","7.1","","10.7","","20.6","","0.6","S","86.1","","0.0","","86.1","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1953-11","1953","11","10.7","","5.2","","8.0","","14.4","S","-2.8","","189.5","","0.0","","189.5","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1953-12","1953","12","7.9","","2.6","","5.3","","11.1","","-2.2","","202.7","","0.0","T","202.7","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1954-01","1954","01","3.1","","-2.2","","0.5","","9.4","","-12.2","","100.3","","80.8","","181.1","","20","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1954-02","1954","02","8.1","","2.1","","5.1","","13.9","","-3.9","","107.4","","0.0","T","107.4","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1954-03","1954","03","9.0","","0.0","","4.5","","13.9","","-4.4","","45.2","","0.5","","45.7","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1954-04","1954","04","11.2","","4.2","","7.7","","13.3","S","-0.6","","53.8","","0.0","T","53.8","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1954-05","1954","05","17.2","","7.9","","12.6","","22.8","","0.6","","31.0","","0.0","","31.0","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1954-06","1954","06","17.6","","9.6","","13.6","","22.2","","6.7","","54.6","","0.0","","54.6","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1954-07","1954","07","20.0","","11.2","","15.6","","22.8","","7.8","","26.2","","0.0","","26.2","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1954-08","1954","08","19.7","","12.5","","16.1","","24.4","","8.9","","73.4","","0.0","","73.4","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1954-09","1954","09","17.6","","10.9","","14.3","","21.1","","2.8","","47.0","","0.0","","47.0","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1954-10","1954","10","12.8","","5.8","","9.3","","17.8","","-2.2","","49.8","","0.0","","49.8","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1954-11","1954","11","11.4","","6.1","","8.8","","15.0","S","-3.9","","281.9","","0.0","","281.9","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1954-12","1954","12","7.3","","2.2","","4.8","","11.1","","-5.6","S","134.9","","0.0","T","134.9","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1955-01","1955","01","5.6","","1.5","","3.6","","8.3","S","-5.0","","85.3","","0.5","","85.9","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1955-02","1955","02","6.0","","-0.1","","3.0","","10.0","","-7.8","","57.7","","19.1","","76.7","","3","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1955-03","1955","03","6.6","","0.4","","3.5","","12.2","","-9.4","","85.6","","2.8","","88.4","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1955-04","1955","04","11.4","","3.6","","7.5","","17.2","","-1.1","","59.9","","2.3","","62.2","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1955-05","1955","05","14.5","","6.6","","10.6","","19.4","","2.8","","50.8","","0.0","","50.8","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1955-06","1955","06","17.9","","10.1","","14.0","","27.2","","6.7","","75.4","","0.0","","75.4","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1955-07","1955","07","19.7","","11.8","","15.8","","25.6","","8.9","","47.8","","0.0","","47.8","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1955-08","1955","08","20.9","","11.4","","16.2","","25.6","","8.9","S","2.8","","0.0","","2.8","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1955-09","1955","09","17.7","","9.7","","13.7","","25.6","","2.2","","30.5","","0.0","","30.5","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1955-10","1955","10","12.9","","6.4","","9.7","","17.2","","1.1","S","126.7","","0.0","","126.7","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1955-11","1955","11","5.8","","0.2","","3.0","","12.8","","-12.2","","224.8","","15.2","","240.0","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1955-12","1955","12","5.0","","-0.6","","2.2","","10.0","","-7.2","S","130.8","","16.0","","146.8","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1956-01","1956","01","5.5","","0.5","","3.0","","10.6","","-10.0","","126.5","","8.1","","134.6","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1956-02","1956","02","4.2","","-0.9","","1.7","","7.8","S","-13.3","","74.4","","35.8","","110.2","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1956-03","1956","03","7.9","","1.8","","4.9","","12.8","","-3.3","","100.6","","16.3","","116.8","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1956-04","1956","04","13.8","","5.4","","9.6","","20.0","","1.1","","13.7","","0.0","","13.7","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1956-05","1956","05","18.7","","8.5","","13.6","","27.8","","2.8","","10.7","","0.0","","10.7","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1956-06","1956","06","17.4","","10.7","","14.1","","22.2","","7.8","S","114.0","","0.0","","114.0","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1956-07","1956","07","23.3","","13.2","","18.3","","29.4","","10.0","S","16.5","","0.0","","16.5","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1956-08","1956","08","22.5","","12.9","","17.7","","29.4","","10.6","","41.1","","0.0","","41.1","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1956-09","1956","09","17.6","","10.1","","13.9","","24.4","","4.4","","116.3","","0.0","","116.3","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1956-10","1956","10","12.1","","6.7","","9.4","","16.7","S","-1.1","","205.7","","0.0","T","205.7","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1956-11","1956","11","7.6","","2.4","","5.0","","12.8","","-2.8","S","70.4","","0.0","T","70.4","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1956-12","1956","12","6.8","","1.4","","4.1","","12.2","S","-10.0","","193.5","","1.8","","195.3","","0","","","","",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1957-01","1957","01","2.2","","-4.4","","-1.1","","8.9","","-13.3","","42.9","","35.6","","78.5","","10","","11","","63",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1957-02","1957","02","5.9","","-1.5","","2.2","","11.1","S","-8.9","","60.7","","23.6","","84.3","","0","","27","","76",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1957-03","1957","03","10.2","","2.9","","6.6","","14.4","S","-3.3","","127.3","","3.0","","130.3","","0","","27","","74",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1957-04","1957","04","13.8","","5.9","","9.9","","21.7","","1.7","S","44.7","","0.0","","44.7","","0","","14","","79",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1957-05","1957","05","19.1","","10.1","","14.6","","24.4","","6.7","","36.1","","0.0","","36.1","","0","","7","","45","S"

"-123.18","49.20","VANCOUVER INT'L A","1108447","1957-06","1957","06","20.3","","11.6","","16.0","","23.9","","8.9","","56.4","","0.0","","56.4","","0","","29","","64",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1957-07","1957","07","20.4","","12.3","","16.4","","23.3","","8.9","","53.6","","0.0","","53.6","","0","","27","","55",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1957-08","1957","08","21.6","","12.2","","16.9","","24.4","S","10.0","S","29.2","","0.0","","29.2","","0","","29","","42","S"

"-123.18","49.20","VANCOUVER INT'L A","1108447","1957-09","1957","09","20.8","","11.2","","16.0","","25.6","","6.7","","32.5","","0.0","","32.5","","0","","16","","56",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1957-10","1957","10","13.7","","6.1","","9.9","","20.6","","-0.6","","81.0","","0.0","T","81.0","","0","","29","","87",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1957-11","1957","11","9.4","","2.5","","6.0","","14.4","","-4.4","","76.2","","0.0","","76.2","","","M","29","","129",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1957-12","1957","12","8.5","","2.8","","5.7","","13.3","","-3.9","","181.4","","0.0","T","181.4","","","M","14","","100",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1958-01","1958","01","8.6","","3.3","","6.0","","12.2","","-4.4","","260.6","","0.0","T","260.6","","0","","7","","60",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1958-02","1958","02","10.3","","4.8","","7.6","","15.0","","-0.6","","125.7","","0.0","","125.7","","0","","11","","82",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1958-03","1958","03","10.8","","2.9","","6.9","","15.6","","-1.7","","48.8","","0.0","","48.8","","0","","16","","77",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1958-04","1958","04","14.1","","5.2","","9.7","","17.8","S","2.2","","74.7","","0.0","","74.7","","0","","18","","80",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1958-05","1958","05","20.1","","10.2","","15.2","","26.1","","5.0","","40.4","","0.0","","40.4","","0","","27","","64",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1958-06","1958","06","22.3","","13.7","","18.0","","27.2","S","11.1","S","38.9","","0.0","","38.9","","0","","14","","64",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1958-07","1958","07","25.6","","15.6","","20.6","","30.0","","11.7","","1.0","","0.0","","1.0","","0","","27","","60",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1958-08","1958","08","23.6","","13.8","","18.7","","28.9","","10.0","","33.8","","0.0","","33.8","","0","","14","","45",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1958-09","1958","09","18.4","","10.7","","14.6","","24.4","","3.3","","47.8","","0.0","","47.8","","0","","27","","69",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1958-10","1958","10","14.3","","6.2","","10.3","","18.3","","0.6","","112.0","","0.0","","112.0","","0","","25","","85",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1958-11","1958","11","8.8","","1.9","","5.4","","13.9","","-6.7","","170.4","","1.5","","172.0","","0","","27","","77",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1958-12","1958","12","7.7","","2.7","","5.2","","13.9","","-3.9","S","140.5","","32.0","","172.5","","0","","27","","93",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1959-01","1959","01","6.6","","1.0","","3.8","","11.7","S","-11.7","","144.3","","16.3","","160.5","","0","","14","","71",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1959-02","1959","02","6.9","","1.1","","4.0","","12.2","","-3.9","","126.0","","1.3","","127.3","","0","","29","","80",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1959-03","1959","03","9.7","","3.2","","6.5","","13.3","S","-1.7","","161.3","","0.5","","161.8","","0","","27","","74",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1959-04","1959","04","13.0","","5.2","","9.1","","18.9","","1.1","S","42.2","","0.0","","42.2","","0","","27","","64",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1959-05","1959","05","16.4","","7.9","","12.2","","24.4","","3.3","S","65.3","","0.0","T","65.3","","0","","27","","68",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1959-06","1959","06","20.1","","11.4","","15.8","","26.1","S","8.9","S","86.6","","0.0","","86.6","","0","","9","","53","S"

"-123.18","49.20","VANCOUVER INT'L A","1108447","1959-07","1959","07","22.8","","13.4","","18.1","","27.8","","10.6","S","21.1","","0.0","","21.1","","0","","20","","51",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1959-08","1959","08","20.7","","12.1","","16.4","","25.6","","8.9","S","44.7","","0.0","","44.7","","0","","27","","47",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1959-09","1959","09","17.3","","10.0","","13.7","","21.7","S","4.4","","143.5","","0.0","","143.5","","0","","27","","77",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1959-10","1959","10","13.4","","7.2","","10.3","","17.2","","0.0","","87.1","","0.0","","87.1","","0","","14","","68","S"

"-123.18","49.20","VANCOUVER INT'L A","1108447","1959-11","1959","11","8.4","","2.2","","5.3","","13.9","","-8.3","","148.8","","8.1","","157.0","","0","","27","","100",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1959-12","1959","12","7.2","","1.3","","4.3","","11.7","","-4.4","","142.2","","0.0","T","142.2","","0","","27","","71","S"

"-123.18","49.20","VANCOUVER INT'L A","1108447","1960-01","1960","01","5.3","","0.1","","2.7","","12.2","","-7.2","","144.0","","20.3","","164.3","","0","","14","","84",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1960-02","1960","02","8.0","","1.8","","4.9","","12.2","","-4.4","","125.0","","0.0","","125.0","","0","","27","","113",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1960-03","1960","03","9.4","","2.4","","5.9","","19.4","","-5.6","","89.9","","17.8","","107.7","","0","","25","","77",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1960-04","1960","04","13.9","","5.9","","9.9","","20.0","S","1.7","","45.0","","0.0","","45.0","","0","","14","","95",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1960-05","1960","05","15.4","","8.6","","12.0","","21.7","","5.6","S","87.1","","0.0","","87.1","","0","","9","","55","S"

"-123.18","49.20","VANCOUVER INT'L A","1108447","1960-06","1960","06","19.1","","11.2","","15.2","","23.9","","8.3","S","15.2","","0.0","","15.2","","0","","29","","68",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1960-07","1960","07","23.7","","13.5","","18.6","","30.6","","10.0","","1.0","","0.0","","1.0","","0","","27","","71",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1960-08","1960","08","20.3","","13.0","","16.7","","33.3","","8.3","","67.6","","0.0","","67.6","","0","","27","","58",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1960-09","1960","09","17.3","","9.8","","13.6","","23.3","","4.4","","28.7","","0.0","","28.7","","0","","27","","64",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1960-10","1960","10","13.7","","8.4","","11.1","","18.3","","2.8","","208.3","","0.0","","208.3","","0","","25","","72",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1960-11","1960","11","9.1","","3.6","","6.4","","13.3","","-0.6","","141.0","","0.0","T","141.0","","0","","14","","79","S"

"-123.18","49.20","VANCOUVER INT'L A","1108447","1960-12","1960","12","6.8","","1.3","","4.1","","12.8","","-5.0","","137.7","","0.0","T","137.7","","0","","27","","76",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1961-01","1961","01","7.5","","2.3","","4.9","","13.3","","-3.3","S","200.9","","7.4","","210.8","","0","","9","","82",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1961-02","1961","02","8.8","","4.1","","6.5","","13.3","","0.6","","274.6","","2.5","","277.1","","0","","27","","119",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1961-03","1961","03","10.9","","4.5","","7.7","","15.6","","-1.7","","112.8","","3.3","","116.1","","0","","11","","87",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1961-04","1961","04","12.4","","6.2","","9.3","","16.7","S","0.6","","48.0","","0.0","T","48.0","","0","","27","","100",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1961-05","1961","05","16.4","","9.1","","12.8","","25.6","","5.6","","98.0","","0.0","","98.0","","0","","7","","55",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1961-06","1961","06","21.3","","12.3","","16.8","","25.6","","9.4","S","25.9","","0.0","","25.9","","0","","27","","51",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1961-07","1961","07","23.3","","14.3","","18.8","","31.7","","11.1","","37.3","","0.0","","37.3","","0","","27","","53",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1961-08","1961","08","23.9","","14.1","","19.0","","27.2","S","11.7","S","40.9","","0.0","","40.9","","0","","29","","76",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1961-09","1961","09","17.8","","9.5","","13.7","","23.3","S","2.8","","49.8","","0.0","","49.8","","0","","27","","82",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1961-10","1961","10","12.7","","5.1","","8.9","","21.7","","0.6","S","129.8","","0.0","","129.8","","0","","11","","74",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1961-11","1961","11","8.4","","1.8","","5.1","","12.8","","-3.9","","143.3","","0.0","T","143.3","","0","","27","","109",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1961-12","1961","12","6.1","","1.2","","3.7","","11.1","","-5.0","","172.5","","20.3","","190.0","","0","","29","","92",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1962-01","1962","01","5.7","","0.1","","2.9","","11.1","","-12.8","","112.0","","34.3","","143.3","","0","","25","","72",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1962-02","1962","02","8.6","","2.1","","5.4","","15.0","","-7.2","","63.8","","0.3","","64.0","","0","T","29","","61",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1962-03","1962","03","8.7","","1.0","","4.9","","15.6","","-3.9","","59.7","","52.3","","93.5","","0","","27","","90",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1962-04","1962","04","13.7","","5.9","","9.8","","22.2","","2.2","","90.7","","0.0","","90.7","","0","","29","","74","S"

"-123.18","49.20","VANCOUVER INT'L A","1108447","1962-05","1962","05","15.4","","7.4","","11.4","","18.9","","2.2","","43.4","","0.0","","43.4","","0","","25","","47",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1962-06","1962","06","20.1","","10.5","","15.3","","26.7","","6.7","","21.1","","0.0","","21.1","","0","","32","","64",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1962-07","1962","07","21.6","","12.7","","17.2","","26.1","","8.9","S","25.4","","0.0","","25.4","","0","","27","","50",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1962-08","1962","08","20.4","","12.8","","16.6","","23.9","S","10.0","","89.9","","0.0","","89.9","","0","","32","","43",""

"-123.18","49.20","VANCOUVER INT'L A","1108447","1962-09","1962","09","19.0","","10.2","","14.6","","23.9","","7.2","S","64.3","","0.0","","64.3","","0","","29","","51","S"

"-123.18","49.20","VANCOUVER INT'L A","1108447","1962-10","1962","10","14.4","","7.9","","11.2","","22.8","","3.3","","119.4","","0.0","","119.4","","0","","14","","126",""

